Step,HeadX,HeadY,Hunger,Tension,V,DetK
  264,     64.9900970731,      0.5616836463,      0.1923935519,      0.0007133320,      0.1142055107,      1.0000000000
  265,     65.1121177127,      0.5652598807,      0.1929671189,      0.0007147566,      0.1142313174,      1.0000000000
  266,     65.2341887230,      0.5688569010,      0.1935405036,      0.0007161838,      0.1142767874,      1.0000000000
  267,     65.3563692677,      0.5725866091,      0.1941136840,      0.0007176135,      0.1143359263,      1.0000000000
  268,     63.7787236461,      0.5246080960,      0.1952882739,      0.0007190089,      0.4314837877,      1.0000000000
  269,     63.9047627834,      0.5289742332,      0.1958618149,      0.0007204069,      0.1147181694,      1.0000000000
  270,     64.0308644488,      0.5332312038,      0.1964351673,      0.0007218075,      0.1147655214,      1.0000000000
  271,     64.1572214917,      0.5374557278,      0.1970082641,      0.0007232108,      0.1148549283,      1.0000000000
  272,     64.2840880918,      0.5417295141,      0.1975810166,      0.0007246168,      0.1149998110,      1.0000000000
  273,     62.8571771677,      0.4937227268,      0.1986873723,      0.0007259916,      0.3948286105,      1.0000000000
  274,     62.9869129910,      0.4989879700,      0.1992606614,      0.0007273691,      0.1152198542,      1.0000000000
  275,     63.1168836551,      0.5041211911,      0.1998337014,      0.0007287494,      0.1153038234,      1.0000000000
  276,     63.2474736762,      0.5091680396,      0.2004063627,      0.0007301324,      0.1154701636,      1.0000000000
  277,     63.3793268127,      0.5141846808,      0.2009784274,      0.0007315182,      0.1157744975,      1.0000000000
  278,     62.1006474955,      0.4654529540,      0.2020229888,      0.0007328759,      0.3602015181,      1.0000000000
  279,     62.2348699956,      0.4713623767,      0.2025956026,      0.0007342366,      0.1159320773,      1.0000000000
  280,     62.3695573605,      0.4773400361,      0.2031678869,      0.0007356000,      0.1160664106,      1.0000000000
  281,     62.5055871591,      0.4833325592,      0.2037395536,      0.0007369663,      0.1163858994,      1.0000000000
  282,     62.6447125442,      0.4893431932,      0.2043100237,      0.0007383356,      0.1170766218,      1.0000000000
  283,     61.5644262987,      0.4424548954,      0.2052808285,      0.0007396811,      0.3161402764,      1.0000000000
  284,     61.7042878568,      0.4469255487,      0.2058521759,      0.0007410295,      0.1169320046,      1.0000000000
  285,     61.8464018759,      0.4521665036,      0.2064226116,      0.0007423809,      0.1174455835,      1.0000000000
  286,     61.9937122106,      0.4581851980,      0.2069911807,      0.0007437354,      0.1185786540,      1.0000000000
  287,     62.1551112801,      0.4652646144,      0.2075549934,      0.0007450933,      0.1215844292,      1.0000000000
  288,     61.5627607108,      0.4399500793,      0.2083628519,      0.0007464382,      0.2122973902,      1.0000000000
  289,     61.7482898624,      0.4463298553,      0.2089195323,      0.0007477870,      0.1264674155,      1.0000000000
  290,     62.1328441243,      0.4634592935,      0.2094120881,      0.0007491441,      0.1682529256,      1.0000000000
  291,     61.1012323278,      0.4262300951,      0.2103619998,      0.0007504787,      0.3046093027,      1.0000000000
  292,     61.2443045706,      0.4283322169,      0.2109327388,      0.0007518162,      0.1174306094,      1.0000000000
  293,     60.2334519048,      0.4143025992,      0.2118681237,      0.0007531320,      0.2982597013,      1.0000000000
  294,     60.3778695783,      0.4140554916,      0.2124394534,      0.0007544508,      0.1174471235,      1.0000000000
  295,     60.5264698271,      0.4140801022,      0.2130092980,      0.0007557726,      0.1183498200,      1.0000000000
  296,     60.6849947850,      0.4146072368,      0.2135758605,      0.0007570977,      0.1204446462,      1.0000000000
  297,     60.8756108771,      0.4165169714,      0.2141321967,      0.0007584267,      0.1271432010,      1.0000000000
  298,     60.8162643999,      0.4259184323,      0.2147664319,      0.0007597545,      0.1000490839,      1.0000000000
  299,     59.6527963724,      0.3010406413,      0.2157459558,      0.0007610552,      0.3299421767,      1.0000000000
  300,     59.7966530326,      0.3008016658,      0.2163180234,      0.0007623588,      0.1171507223,      1.0000000000
