Step,HeadX,HeadY,Hunger,Tension,V,DetK
   91,     53.4597355209,     -5.1240767181,      0.0582767019,      0.0004949697,      0.0906739400,      1.0000000000
   92,     53.4598194224,     -5.1271264301,      0.0588900017,      0.0004963244,      0.0906422729,      1.0000000000
   93,     53.4340139927,     -4.1892730480,      0.0609123003,      0.0004976574,      0.6715221175,      1.0000000000
   94,     53.4358769996,     -4.1931810364,      0.0615191137,      0.0004989904,      0.0931875429,      1.0000000000
   95,     53.4377191483,     -4.1970989551,      0.0621260238,      0.0005003234,      0.0931473373,      1.0000000000
   96,     53.4395405945,     -4.2010268843,      0.0627330278,      0.0005016564,      0.0931081258,      1.0000000000
   97,     53.4413414915,     -4.2049649085,      0.0633401230,      0.0005029895,      0.0930698541,      1.0000000000
   98,     52.1815777935,     -1.4502925492,      0.0716580083,      0.0005042281,      3.2090245048,      1.0000000000
   99,     52.2151246205,     -1.4532349704,      0.0722375032,      0.0005054673,      0.1048551206,      1.0000000000
  100,     52.2484200869,     -1.4561837770,      0.0728171413,      0.0005067072,      0.1047841748,      1.0000000000
  101,     52.2814657556,     -1.4591389090,      0.0733969207,      0.0005079478,      0.1047139196,      1.0000000000
  102,     52.3142631837,     -1.4621003052,      0.0739768398,      0.0005091890,      0.1046443206,      1.0000000000
  103,     31.3920536607,      0.4270118038,      0.0990123618,      0.0005099012,     10.4562698934,      1.0000000000
  104,     31.5966967357,      0.4260584775,      0.0996000024,      0.0005106158,      0.1241977592,      1.0000000000
  105,     31.8009587955,      0.4250991686,      0.1001874978,      0.0005113346,      0.1241505521,      1.0000000000
  106,     32.0048380858,      0.4241339143,      0.1007748476,      0.0005120577,      0.1241034989,      1.0000000000
  107,     32.2083328725,      0.4231627894,      0.1013620517,      0.0005127851,      0.1240565794,      1.0000000000
  108,     31.8552021957,      0.4248404084,      0.1020322435,      0.0005135049,      0.1504119813,      1.0000000000
  109,     33.4071295660,      0.4175068869,      0.1024206041,      0.0005142579,      0.3610442083,      1.0000000000
  110,     33.6061537598,      0.4165100559,      0.1030070427,      0.0005150150,      0.1234511707,      1.0000000000
  111,     33.8053665023,      0.4155058866,      0.1035932505,      0.0005157763,      0.1235070472,      1.0000000000
  112,     34.0045362405,      0.4144955161,      0.1041792620,      0.0005165419,      0.1235224885,      1.0000000000
  113,     33.6170368183,      0.4164548324,      0.1048583322,      0.0005172990,      0.1569413307,      1.0000000000
  114,     34.5074488402,      0.4119659166,      0.1053361141,      0.0005180751,      0.2458713131,      1.0000000000
  115,     34.6917722686,      0.4110079726,      0.1059237983,      0.0005188552,      0.1209718685,      1.0000000000
  116,     34.8828022856,      0.4100102357,      0.1065102132,      0.0005196392,      0.1221854844,      1.0000000000
  117,     35.0765660834,      0.4089921897,      0.1070959872,      0.0005204273,      0.1226952035,      1.0000000000
  118,     34.6399886653,      0.4112794393,      0.1077854198,      0.0005212059,      0.1659825928,      1.0000000000
  119,     35.1574115701,      0.4085753520,      0.1083188998,      0.0005219956,      0.1802079115,      1.0000000000
  120,     35.1250830792,      0.4087284542,      0.1089417453,      0.0005227845,      0.0939358214,      1.0000000000
  121,     34.9912520816,      0.4094339501,      0.1095813367,      0.0005235704,      0.1120202344,      1.0000000000
  122,     31.9519644315,      0.4255899958,      0.1106981708,      0.0005242909,      0.6295434279,      1.0000000000
  123,     50.3925408704,     -0.0775861407,      0.1085897125,      0.0005254131,      3.3312368967,      1.0000000000
  124,     50.5548898709,     -0.0791810982,      0.1091668740,      0.0005265384,      0.1195702074,      1.0000000000
  125,     50.7168321706,     -0.0808334285,      0.1097439581,      0.0005276671,      0.1195235904,      1.0000000000
  126,     50.8783718581,     -0.0825572056,      0.1103209638,      0.0005287992,      0.1194778855,      1.0000000000
  127,     51.0395118579,     -0.0843701252,      0.1108978904,      0.0005299346,      0.1194328722,      1.0000000000
  128,     50.2631263211,     -0.0757506094,      0.1117119165,      0.0005310533,      0.2388572936,      1.0000000000
  129,     50.4439694226,     -0.0775127861,      0.1122846362,      0.0005321757,      0.1230808635,      1.0000000000
  130,     50.6574413375,     -0.0797234489,      0.1128490074,      0.0005333026,      0.1294267884,      1.0000000000
  131,     51.1966896724,     -0.0862653293,      0.1133314782,      0.0005344410,      0.1925331431,      1.0000000000
  132,     51.2288425897,     -0.0868301672,      0.1139408236,      0.0005355800,      0.0944197387,      1.0000000000
  133,     17.7714306394,      0.5011323745,      0.1230687611,      0.0005359911,      6.5905616708,      1.0000000000
  134,     17.9911397742,      0.5007478304,      0.1236714489,      0.0005364066,      0.1249248045,      1.0000000000
  135,     18.2106592525,      0.5003572307,      0.1242739563,      0.0005368266,      0.1249008836,      1.0000000000
  136,     18.4299869637,      0.4999605492,      0.1248762835,      0.0005372513,      0.1248767800,      1.0000000000
  137,     18.6491208105,      0.4995577552,      0.1254784306,      0.0005376804,      0.1248524954,      1.0000000000
  138,     18.4527029381,      0.4999122862,      0.1261094527,      0.0005381054,      0.1210441552,      1.0000000000
  139,    -27.7470820392,      0.5981313964,      0.1299233974,      0.0005375580,      7.8431533924,      1.0000000000
  140,    -27.5479520825,      0.5986193372,      0.1305587890,      0.0005370145,      0.1217812320,      1.0000000000
  141,    -27.3486077342,      0.5991038365,      0.1311940502,      0.0005364750,      0.1218016100,      1.0000000000
  142,    -27.1490502240,      0.5995848826,      0.1318291804,      0.0005359397,      0.1218218652,      1.0000000000
  143,    -27.4093106162,      0.5989535327,      0.1324229992,      0.0005353988,      0.1320897708,      1.0000000000
  144,    -16.4985277049,      0.6259577350,      0.1340266290,      0.0005350856,      1.9370367935,      1.0000000000
  145,    -16.2903705581,      0.6262312130,      0.1346547731,      0.0005347767,      0.1227529885,      1.0000000000
  146,    -16.0820790210,      0.6265006587,      0.1352827696,      0.0005344720,      0.1227643796,      1.0000000000
  147,    -15.8736546670,      0.6267660485,      0.1359106179,      0.0005341717,      0.1227756074,      1.0000000000
  148,    -16.0787503468,      0.6265006491,      0.1365175137,      0.0005338670,      0.1222098660,      1.0000000000
  149,    -29.2269700903,      0.6268047153,      0.1364550770,      0.0005332882,      2.2818241099,      1.0000000000
  150,    -29.0304655643,      0.6272967664,      0.1370925023,      0.0005327134,      0.1213579470,      1.0000000000
  151,    -28.8335226481,      0.6277806838,      0.1377298229,      0.0005321427,      0.1214166115,      1.0000000000
  152,    -28.6360079938,      0.6282524295,      0.1383670502,      0.0005315761,      0.1214979439,      1.0000000000
  153,    -28.9002310255,      0.6275984613,      0.1389611319,      0.0005310039,      0.1328038978,      1.0000000000
  154,    -20.2271194754,      0.6512280726,      0.1403953256,      0.0005306122,      1.5605039239,      1.0000000000
  155,    -20.0231195706,      0.6515649035,      0.1410271895,      0.0005302247,      0.1221488445,      1.0000000000
  156,    -19.8189526624,      0.6518980131,      0.1416589137,      0.0005298414,      0.1221647191,      1.0000000000
  157,    -19.6146182493,      0.6522273630,      0.1422904979,      0.0005294623,      0.1221807604,      1.0000000000
  158,    -19.8377793318,      0.6518635887,      0.1428951686,      0.0005290786,      0.1253218228,      1.0000000000
  159,     20.9549846859,      0.7264091668,      0.1460972677,      0.0005295417,      6.9204198265,      1.0000000000
  160,     21.1474009432,      0.7260837669,      0.1467040636,      0.0005300085,      0.1202461250,      1.0000000000
  161,     21.3397243429,      0.7257590526,      0.1473107395,      0.0005304793,      0.1202338987,      1.0000000000
  162,     21.5319437693,      0.7254335446,      0.1479172959,      0.0005309540,      0.1202198786,      1.0000000000
  163,     21.2698769252,      0.7258753444,      0.1485524942,      0.0005314232,      0.1319201551,      1.0000000000
  164,     28.3900432981,      0.7140154840,      0.1487258209,      0.0005320398,      1.2802561042,      1.0000000000
  165,     28.5764019307,      0.7135522644,      0.1493287015,      0.0005326601,      0.1195231812,      1.0000000000
  166,     28.7626040594,      0.7130848100,      0.1499314727,      0.0005332842,      0.1195021461,      1.0000000000
  167,     28.9486521371,      0.7126127396,      0.1505341341,      0.0005339121,      0.1194815783,      1.0000000000
  168,     28.6472396936,      0.7133719799,      0.1511785221,      0.0005345337,      0.1389913943,      1.0000000000
  169,     30.7107283082,      0.7082293357,      0.1516217968,      0.0005351979,      0.4367823675,      1.0000000000
  170,     30.8958557849,      0.7074255723,      0.1522233640,      0.0005358659,      0.1194138553,      1.0000000000
  171,     31.0816820954,      0.7063757222,      0.1528247441,      0.0005365377,      0.1195386887,      1.0000000000
  172,     31.2688079707,      0.7047929242,      0.1534258806,      0.0005372133,      0.1197659782,      1.0000000000
  173,     30.9833087572,      0.7058974923,      0.1540708845,      0.0005378829,      0.1364632331,      1.0000000000
  174,     34.0247119568,      0.7185318041,      0.1544088610,      0.0005386149,      0.6039098195,      1.0000000000
  175,     34.1756916545,      0.6658668088,      0.1550119923,      0.0005393510,      0.1151850441,      1.0000000000
  176,     34.3378063511,      0.6409497533,      0.1556138321,      0.0005400910,      0.1159631342,      1.0000000000
  177,     34.5257021178,      0.6245487451,      0.1562129031,      0.0005408350,      0.1201768193,      1.0000000000
  178,     34.3007002264,      0.6288428431,      0.1568544957,      0.0005415742,      0.1264083478,      1.0000000000
  179,     53.7930044167,      6.9134910689,      0.1554596948,      0.0005425833,      3.5730670326,      1.0000000000
  180,     53.9445490078,      6.9127533103,      0.1560526776,      0.0005435954,      0.1150182150,      1.0000000000
  181,     54.0958587680,      6.9120141402,      0.1566455975,      0.0005446105,      0.1149861291,      1.0000000000
  182,     54.2469335868,      6.9112735726,      0.1572384547,      0.0005456286,      0.1149540256,      1.0000000000
  183,     53.6373348044,      6.9142592835,      0.1579591520,      0.0005466341,      0.1969031885,      1.0000000000
  184,     53.8185360880,      6.9133783492,      0.1585472336,      0.0005476432,      0.1202818326,      1.0000000000
  185,     54.1007472150,      6.9119968106,      0.1591183470,      0.0005486580,      0.1383250823,      1.0000000000
  186,     40.3131949811,      6.9606682890,      0.1620483694,      0.0005493878,      2.5508299308,      1.0000000000
  187,     40.4823501620,      6.9601053445,      0.1626464433,      0.0005501211,      0.1170510238,      1.0000000000
  188,     40.0652772387,      6.9614912897,      0.1633143803,      0.0005508457,      0.1597742226,      1.0000000000
  189,     40.4279781511,      6.9602885230,      0.1638897133,      0.0005515777,      0.1503506854,      1.0000000000
  190,     38.8580747619,      6.9654777921,      0.1646949421,      0.0005522772,      0.3583782119,      1.0000000000
  191,     39.0299211607,      6.9649207243,      0.1652934359,      0.0005529802,      0.1174104281,      1.0000000000
  192,     39.2020196879,      6.9643611819,      0.1658917876,      0.0005536866,      0.1174610294,      1.0000000000
  193,     38.8138838968,      6.9656213800,      0.1665545821,      0.0005543850,      0.1545936057,      1.0000000000
  194,     39.2764209158,      6.9641217487,      0.1671199102,      0.0005550928,      0.1673182600,      1.0000000000
  195,     39.2523327689,      6.9641954644,      0.1677407239,      0.0005558001,      0.0920238598,      1.0000000000
  196,     39.1587346606,      6.9644999094,      0.1683695382,      0.0005565054,      0.1039673029,      1.0000000000
  197,     38.0581843501,      6.9680963868,      0.1691141969,      0.0005571879,      0.2769973165,      1.0000000000
  198,     38.2358474763,      6.9675265338,      0.1697123558,      0.0005578739,      0.1183368243,      1.0000000000
  199,     38.4177377847,      6.9669413112,      0.1703099212,      0.0005585637,      0.1190696550,      1.0000000000
  200,     38.6103059651,      6.9663191738,      0.1709061584,      0.0005592573,      0.1209102350,      1.0000000000
  201,     38.8414038853,      6.9655665366,      0.1714978914,      0.0005599557,      0.1275339999,      1.0000000000
  202,     39.5388648225,      6.9632144283,      0.1720362386,      0.0005606683,      0.2076417314,      1.0000000000
  203,     39.6288862972,      6.9629266425,      0.1726436515,      0.0005613828,      0.1033414972,      1.0000000000
  204,     39.7589509431,      6.9625014162,      0.1732463508,      0.0005620998,      0.1102291074,      1.0000000000
  205,     39.9207484170,      6.9619685643,      0.1738452635,      0.0005628201,      0.1156919099,      1.0000000000
  206,     40.1264569636,      6.9612880614,      0.1744389118,      0.0005635446,      0.1232558844,      1.0000000000
  207,     40.7300834348,      6.9592842433,      0.1749853758,      0.0005642814,      0.1917829656,      1.0000000000
  208,     40.8418267796,      6.9589058397,      0.1755897346,      0.0005650204,      0.1071114920,      1.0000000000
  209,     40.9802067505,      6.9584379497,      0.1761908239,      0.0005658141,      0.1117063026,      1.0000000000
  210,     41.1323115370,      6.9579226691,      0.1767901715,      0.0005666736,      0.1140778140,      1.0000000000
  211,     41.2910273228,      6.9573833663,      0.1773886216,      0.0005675681,      0.1152241613,      1.0000000000
  212,     41.4530560993,      6.9568308856,      0.1779865660,      0.0005685822,      0.1158024640,      1.0000000000
  213,     40.9571883389,      6.9585195959,      0.1786649817,      0.0005696099,      0.1734465353,      1.0000000000
  214,     41.1876486871,      6.9577375504,      0.1792547937,      0.0005706422,      0.1275784338,      1.0000000000
  215,     43.6444658580,      6.9493239871,      0.1795736625,      0.0005717246,      0.5117856557,      1.0000000000
  216,     43.8089596274,      6.9487286473,      0.1801699571,      0.0005728103,      0.1163688216,      1.0000000000
  217,     43.9733132034,      6.9481310770,      0.1807661603,      0.0005738992,      0.1163524967,      1.0000000000
  218,     43.5121176987,      6.9498051608,      0.1814440174,      0.0005749787,      0.1678955958,      1.0000000000
  219,     43.7884405737,      6.9488063038,      0.1820258805,      0.0005760637,      0.1357461550,      1.0000000000
  220,     75.2952691478,      6.8295901408,      0.1785446837,      0.0005777817,      5.5558916274,      1.0000000000
  221,     75.4080435741,      6.8287543421,      0.1791348868,      0.0005795017,      0.1095310110,      1.0000000000
  222,     75.5206224203,      6.8279175717,      0.1797250598,      0.0005812239,      0.1095023784,      1.0000000000
  223,     74.2809525175,      6.8371293104,      0.1806419284,      0.0005829211,      0.3255860627,      1.0000000000
  224,     74.3970549532,      6.8362898506,      0.1812318099,      0.0005846205,      0.1100499211,      1.0000000000
  225,     74.5135630443,      6.8354448397,      0.1818215156,      0.0005863221,      0.1101364675,      1.0000000000
  226,     74.6308348165,      6.8345915573,      0.1824109600,      0.0005880260,      0.1102915037,      1.0000000000
  227,     74.7495465511,      6.8337248419,      0.1829999808,      0.0005897320,      0.1105759407,      1.0000000000
  228,     73.6926613413,      6.8414377248,      0.1838689085,      0.0005914168,      0.2897871659,      1.0000000000
  229,     73.8113943787,      6.8405911759,      0.1844583870,      0.0005931039,      0.1104726947,      1.0000000000
  230,     73.9314012119,      6.8397327096,      0.1850474853,      0.0005947932,      0.1107245052,      1.0000000000
  231,     74.0538398053,      6.8388536904,      0.1856359296,      0.0005964849,      0.1111971253,      1.0000000000
  232,     74.1814058309,      6.8379339346,      0.1862230822,      0.0005981790,      0.1121838469,      1.0000000000
  233,     73.3505131212,      6.8439184035,      0.1870359846,      0.0005998563,      0.2461830372,      1.0000000000
  234,     73.4745154337,      6.8430409696,      0.1876243249,      0.0006015360,      0.1114212223,      1.0000000000
  235,     73.6038709706,      6.8421220183,      0.1882113329,      0.0006032182,      0.1124483708,      1.0000000000
  236,     73.7468070021,      6.8411012163,      0.1887950817,      0.0006049031,      0.1150406495,      1.0000000000
  237,     73.9430289039,      6.8396858256,      0.1893662673,      0.0006065918,      0.1251873603,      1.0000000000
  238,     75.2121060318,      6.8301106134,      0.1896856144,      0.0006083057,      0.3293892032,      1.0000000000
  239,     75.5951647854,      6.8274153807,      0.1902106001,      0.0006100272,      0.1612050630,      1.0000000000
  240,     75.3810311022,      6.8289131931,      0.1908793711,      0.0006117443,      0.1289375725,      1.0000000000
  241,     96.2731908097,      6.7058902679,      0.1864619108,      0.0006138732,      4.0904399624,      1.0000000000
  242,     96.3485464837,      6.7049634921,      0.1870526164,      0.0006160033,      0.1042133316,      1.0000000000
  243,     93.5263624099,      6.7396705705,      0.1886458191,      0.0006180777,      0.6969656631,      1.0000000000
  244,     93.6067390324,      6.7387582554,      0.1892362311,      0.0006201535,      0.1049130019,      1.0000000000
  245,     93.6869798394,      6.7378453853,      0.1898266268,      0.0006222308,      0.1048917545,      1.0000000000
  246,     93.7670860359,      6.7369319529,      0.1904170059,      0.0006243095,      0.1048707497,      1.0000000000
  247,     93.8470589841,      6.7360179486,      0.1910073681,      0.0006263896,      0.1048500213,      1.0000000000
  248,     91.3329943832,      6.7647488998,      0.1924523636,      0.0006284200,      0.6199467271,      1.0000000000
  249,     91.4173424249,      6.7638489657,      0.1930425368,      0.0006304520,      0.1054492261,      1.0000000000
  250,     91.5015552412,      6.7629483800,      0.1936326898,      0.0006324855,      0.1054287452,      1.0000000000
  251,     91.5856352095,      6.7620471218,      0.1942228219,      0.0006345204,      0.1054087492,      1.0000000000
  252,     91.6695851234,      6.7611451655,      0.1948129324,      0.0006365569,      0.1053893260,      1.0000000000
  253,     89.3883579211,      6.7856525355,      0.1961503821,      0.0006385482,      0.5630853794,      1.0000000000
  254,     89.4762171949,      6.7847639859,      0.1967403694,      0.0006405411,      0.1059184447,      1.0000000000
  255,     89.5639454460,      6.7838746688,      0.1973303319,      0.0006425356,      0.1058993548,      1.0000000000
  256,     89.6515470413,      6.7829845429,      0.1979202685,      0.0006445317,      0.1058811554,      1.0000000000
  257,     89.7390272985,      6.7820935557,      0.1985101776,      0.0006465294,      0.1058640438,      1.0000000000
  258,     87.6431810191,      6.8034376716,      0.1997652001,      0.0006484855,      0.5187445078,      1.0000000000
  259,     87.7341888182,      6.8025596297,      0.2003550373,      0.0006504433,      0.1063357976,      1.0000000000
  260,     87.8250742021,      6.8016806777,      0.2009448445,      0.0006524027,      0.1063188911,      1.0000000000
  261,     87.9158447642,      6.8008007422,      0.2015346195,      0.0006543638,      0.1063035250,      1.0000000000
  262,     88.0065100711,      6.7999197287,      0.2021243595,      0.0006563265,      0.1062901037,      1.0000000000
  263,     86.0628519004,      6.8188045512,      0.2033140077,      0.0006582507,      0.4829953221,      1.0000000000
  264,     86.1567126933,      6.8179362446,      0.2039037201,      0.0006601765,      0.1067115158,      1.0000000000
  265,     86.2504648674,      6.8170668520,      0.2044933960,      0.0006621041,      0.1066977413,      1.0000000000
  266,     86.3441210133,      6.8161962532,      0.2050830321,      0.0006640334,      0.1066865035,      1.0000000000
  267,     86.4376975294,      6.8153242893,      0.2056726235,      0.0006659644,      0.1066785746,      1.0000000000
  268,     84.6220651007,      6.8322405826,      0.2068090127,      0.0006678594,      0.4534038320,      1.0000000000
  269,     84.7185326772,      6.8313813133,      0.2073986179,      0.0006697561,      0.1070530380,      1.0000000000
